3.453935877,7.459512002,1
8.116307445,9.466687867,1
5.409928181,12.08359838,1
3.946521466,13.24342501,1
6.060965531,7.85185624,1
1.284835522,8.009420962,1
0.554731963,6.899263838,1
3.055350201,12.4778031,1
5.422489521,11.59147856,1
6.130123311,12.71865652,1
5.46869699,11.4200607,1
7.690834583,9.051434103,1
5.518440946,10.57374723,1
4.126538676,10.18073995,1
8.054287407,10.72951339,1
7.14695586,10.63339054,1
2.046595392,9.275928038,1
4.276952596,11.40421153,1
7.665318926,8.566440193,1
0.650010559,9.519229794,1
7.269742347,10.16816796,1
8.109711832,10.11065372,1
5.135009018,7.381137697,1
8.55379996,10.29687429,1
3.966593052,11.57976537,1
6.228240242,9.5603499,1
5.483557044,10.87686564,1
3.87126197,11.08413263,1
7.325993599,8.538888973,1
7.326498226,12.66314379,1
5.241939406,3.949000983,1
2.741193631,11.38249079,1
3.241199927,14.35329694,1
7.965053021,12.1535171,1
6.372631197,10.37056842,1
4.457982887,9.624746168,1
2.652253902,10.75364641,1
4.995818496,11.2963167,1
6.541764064,13.48802415,1
4.09236479,11.89618367,1
4.975467806,4.581374268,1
3.225848198,7.944711366,1
9.390537798,9.321518323,1
6.712719502,10.17279155,1
3.818338809,12.30753719,1
6.279380898,10.7137621,1
8.132654686,8.67964028,1
2.348408964,8.350214684,1
6.191410231,8.346254105,1
3.7212346,10.21964681,1
6.002319296,7.30713325,0
5.948374255,4.382794392,0
6.108277757,8.171456904,0
5.481451952,4.062405035,0
8.124447025,3.377536478,0
4.213626713,2.593941628,0
2.500400072,5.72087546,0
9.818262154,8.764727447,0
9.376857157,4.587956826,0
7.722434819,3.334598545,0
9.729421189,3.029917864,0
6.567490325,7.027614957,0
7.460491669,4.719287767,0
4.234039605,5.5758748,0
6.039516272,6.18419945,0
5.128657089,5.587951194,0
9.069258285,5.590277558,0
4.044655198,6.114319032,0
7.286288535,6.034628652,0
10.03033677,9.747765082,0
5.786517967,3.787888338,0
4.92043891,3.960702398,0
6.646908782,1.684065715,0
4.835526863,4.544106832,0
5.281145383,5.332364158,0
8.31449746,1.1698496,0
4.792112016,3.25416774,0
6.810860076,3.647409207,0
8.086291501,3.936184286,0
9.804814772,2.217274308,0
4.072058024,4.568786974,0
8.610721861,7.516144858,0
4.646278933,2.816206242,0
9.415314527,6.052270267,0
5.312414138,3.292407394,0
8.969904235,3.144763233,0
9.847187197,4.179620575,0
8.898092533,1.767565402,0
6.93595715,6.412061175,0
11.49338842,7.412042958,0
3.877373324,3.637860385,0
5.393952473,4.743647036,0
10.61397264,10.34901524,0
5.014364547,4.669880125,0
6.792173816,3.412020152,0
5.532052035,7.897045716,0
6.687727259,8.274051194,0
5.337614873,4.349963965,0
5.184628801,7.214145356,0
6.585690528,2.316024212,0
