duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_51s,logged_in,num_compromised,root_54,su_attempted,num_root,num_file_creations,num_54s,num_access_files,num_outbound_cmds,is_host_51,is_guest_51,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
37,1,4,2,773,364200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,38,73,0.16,0.05,0.03,0.04,0,0.77,0,0.07,1
8,1,7,2,220,688,0,0,0,4,0,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,53,27,0.51,0.08,0.02,0,0,0,0,0,0
0,1,5,2,277,4968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,13,255,1,0,0.08,0.01,0,0,0,0,1
0,1,5,2,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,1,0,0.08,255,250,0.98,0.01,0,0,0,0,0.06,0.06,0
7428,1,4,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,217,0.85,0.03,0,0,0.33,0.39,0.12,0.06,0
0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,1,1,0,0,0.01,0.06,0,255,1,0,0.05,0,0,1,1,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,19,0.01,0,0.99,1,0.07,0.06,0,255,19,0.07,0.06,0,0,0.01,0,0.99,1,0
0,1,5,2,161,14086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,151,151,1,0,0.01,0,0,0,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,12,0,0,1,1,0.09,0.05,0,255,12,0.05,0.06,0,0,0,0,1,1,0
0,1,20,2,8,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,74,10,0.04,0.31,0.01,0.2,0.01,0,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,0,0,1,1,0.05,0.06,0,255,5,0.02,0.06,0,0,0,0,1,1,0
1,1,6,2,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,203,0.8,0.13,0,0,0,0,0.19,0,0
8169,1,4,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,19,0.07,0.82,0,0,0,0,0.8,0,0
2079,1,5,6,69644,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,1,1,1,0,0,255,237,0.93,0.01,0,0,0,0,0.17,0.19,0
0,1,5,2,293,771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,35,0,0,0,0,1,0,0.14,255,255,1,0,0,0,0,0,0,0,1
0,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,13,0,0,1,1,0.06,0.06,0,255,13,0.05,0.07,0,0,0,0,1,1,0
0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,1,0.09,0,0.91,1,0,1,0,255,1,0,1,0,0,0.03,0,0.97,1,0
0,1,5,2,227,1699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,7,255,1,0,0.14,0.01,0,0,0,0,1
0,1,5,2,258,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,71,255,1,0,0.01,0.03,0,0,0,0,1
0,1,5,2,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0.5,255,254,1,0.01,0,0,0,0,0.07,0.07,0
0,3,14,2,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0.8,0.4,0,255,212,0.83,0.01,0.01,0,0,0,0,0,1
0,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2,0,0,1,1,0.02,0.07,0,255,2,0.01,0.06,0,0,0,0,1,1,0
0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0.05,1,0.85,0.33,1,1,255,12,0.05,0.03,0,0,0,0,0.16,1,0
6,1,9,2,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,251,0.98,0.01,0,0,0,0,0,0,0
0,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,5,0,0,1,1,0.03,0.07,0,255,5,0.02,0.07,0,0,0,0,1,1,0
4,1,9,2,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,151,0.59,0.02,0,0,0,0,0.14,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,5,0,0,1,1,0.02,0.06,0,255,5,0.02,0.06,0,0,0,0,1,1,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,2,0,0,1,1,0.01,0.06,0,255,2,0.01,0.07,0,0,0,0,1,1,0
0,1,5,2,206,601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,158,255,1,0,0.01,0.02,0,0,0,0,1
0,1,5,2,211,740,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,3,255,1,0,0.33,0.04,0,0,0,0,1
