duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_51s,logged_in,num_compromised,root_54,su_attempted,num_root,num_file_creations,num_54s,num_access_files,num_outbound_cmds,is_host_51,is_guest_51,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,18,0,0,1,1,0.09,0.07,0,255,18,0.07,0.07,0,0,0,0,1,1,0
0,1,5,2,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,1,0,0.08,255,250,0.98,0.01,0,0,0,0,0.06,0.06,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,13,0,0,1,1,0.12,0.06,0,255,13,0.05,0.07,0,0,0,0,1,1,0
0,1,5,2,320,1667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,1,0,0.17,85,253,1,0,0.01,0.04,0,0,0,0,1
0,1,5,2,303,2789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,9,0,0,1,1,0.04,0.07,0,255,9,0.04,0.07,0,0,0,0,1,1,0
0,3,1,2,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,325,0,0,0,0,1,0,0,255,255,1,0,0.93,0,0,0,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,12,0,0,1,1,0.1,0.07,0,255,12,0.05,0.06,0,0,0,0,1,1,0
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,17,1,1,0,0,0.09,0.08,0,255,17,0.07,0.08,0,0,1,1,0,0,0
0,1,4,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,60,0.24,0.68,0,0,0.14,0.58,0.67,0,0
0,1,5,2,163,12206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.03,0,0,0,0,1
1,1,6,2,1055,364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,142,192,0.81,0.03,0.01,0.01,0,0,0.02,0.03,1
0,3,1,2,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.83,0,0,0,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,9,0,0,1,1,0.04,0.07,0,255,9,0.04,0.08,0,0,0,0,1,1,0
0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,0,0,0,0,0.01,0.63,0,255,1,0,0.85,0.51,0,0.05,0,0.43,0,0
0,3,14,2,44,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,167,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,1
0,3,1,2,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.78,0,0,0,0,0,1
0,1,5,2,180,4443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0.18,94,255,1,0,0.01,0.01,0,0,0,0,1
0,3,1,2,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,1
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,4,1,1,0,0,0.04,0.06,0,255,4,0.02,0.06,0,0,1,1,0,0,0
12931,1,4,2,1164,160726,0,0,0,0,0,1,611,1,2,684,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,29,5,0.17,0.1,0.03,0,0,0,0,0,1
20,1,7,2,241,769,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,171,73,0.42,0.04,0.01,0.03,0,0,0.01,0.01,1
0,1,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,1,0.05,1,0.95,0,0,1,0,255,1,0,1,0,0,0.05,1,0.95,0,0
0,1,5,2,314,1885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,1,0,0.2,48,242,1,0,0.02,0.03,0,0,0,0,1
0,3,1,2,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,286,0,0,0,0,1,0,0,255,255,1,0,0.86,0,0,0,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,12,0,0,1,1,0.05,0.07,0,255,12,0.05,0.07,0,0,0,0,1,1,0
0,2,12,2,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,206,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,0
0,1,2,2,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0.2,82,37,0.45,0.06,0.45,0,0,0,0,0,1
0,1,5,2,205,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,1,0,0.19,255,255,1,0,0,0,0,0,0,0,1
0,2,12,2,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,200,200,1,0,1,0,0,0,0,0,0
