retweets,replies,favoriteC,hasthtags,urls,mentions,intertime,ffratio,favorites,listed,uniqueHashtags,uniqueMentions,uniqueURL,SS,chi
0.18421052631578946,0.0,0.0,0.06578947368421052,0.3996710526315789,0.4029605263157895,688.061485745614,0.554374240583232,0,44,0.02631578947368421,0.2713815789473684,0.3782894736842105,14126.6369656843,11.0865601720165
0.0,0.0,0.0,0.42857142857142855,0.8095238095238095,0.09523809523809523,14297.900000000001,0.7988264878457669,0,2,0.2857142857142857,0.09523809523809523,0.5238095238095238,760.568126244805,5.08499459626141
0.0,0.0,0.0,0.32432432432432434,0.9459459459459459,0.0,8122.763963963964,0.8161397670549085,0,2,0.1891891891891892,0.0,0.43243243243243246,408.466152688231,7.18895266041642
0.0,0.0,0.0,0.15486725663716813,0.3075221238938053,0.3495575221238938,788.0766592920354,0.6435501257635645,2,13,0.09513274336283185,0.16150442477876106,0.1836283185840708,11573.625508275,72.0873067838075
0.0,0.0,0.0,0.9069767441860465,0.813953488372093,0.23255813953488372,8380.203875968991,0.746268656716418,0,2,0.8604651162790697,0.23255813953488372,0.5581395348837209,3818.78867252918,39.3680671953112
0.0,0.0,0.0,0.0,1.0,0.0,5408.861111111111,0.94140625,0,0,0.0,0.0,1.0,66458418914232,6.95675774736566
0.0,0.0,0.0,0.016216216216216217,0.9675675675675676,0.02702702702702703,324.441981981982,0.7266139657444005,0,1,0.016216216216216217,0.021621621621621623,0.31891891891891894,447.848191795503,37.255773603207
0.0,0.0,0.0,0.25943396226415094,0.6886792452830188,0.1179245283018868,2203.349606918239,0.6680148297944051,4,1,0.1179245283018868,0.07547169811320754,0.15566037735849056,2809.83479818246,30.7061896322336
0.0,0.0,0.0,0.42105263157894735,0.9473684210526315,0.03070175438596491,2761.0847222222224,0.5421799469826915,0,6,0.043859649122807015,0.008771929824561403,0.33771929824561403,703.069364903021,15.5214683935033
0.0,0.0,0.0,0.2857142857142857,0.6190476190476191,0.14285714285714285,12470.622619047619,0.7065761258041459,0,4,0.14285714285714285,0.09523809523809523,0.4523809523809524,503.838690289882,6.64458538393443
0.0,0.0,0.0,0.03968253968253968,0.7142857142857143,0.49603174603174605,1909.5531746031747,0.7355769230769231,0,1,0.015873015873015872,0.10714285714285714,0.23015873015873015,1311.26897782815,26.0104983715864
0.0,0.0,0.0,0.0,1.0,0.0,6480.433333333333,0.8770226537216829,0,0,0.0,0.0,0.5,227.698721991706,5.78643368500587
0.0,0.0,0.0,0.05806451612903226,0.15483870967741936,0.7548387096774194,1881.3086021505376,0.7769423558897243,0,3,0.025806451612903226,0.45806451612903226,0.07741935483870968,1902.82061221423,9.98548675952971
0.0,0.0,0.0,0.19730941704035873,0.9820627802690582,0.3811659192825112,1951.1436472346786,0.5920738974970202,0,12,0.053811659192825115,0.03587443946188341,0.820627802690583,2003.80184790764,41.608136235219
0.0,0.0,0.0,0.36363636363636365,0.9545454545454546,0.0,15473.711363636365,0.7628669462447579,0,2,0.18181818181818182,0.0,0.7272727272727273,568.980598311105,9.665432161175
0.0,0.0,0.0,0.2727272727272727,0.8636363636363636,0.0,9540.185984848486,0.7141327623126338,0,2,0.18181818181818182,0.0,0.6136363636363636,828.150591543594,7.39094462545681
0.0,0.0,0.0,0.22727272727272727,0.487012987012987,0.22727272727272727,3186.9750000000004,0.580908032596042,6,25,0.14935064935064934,0.12337662337662338,0.24675324675324675,1898.52329195435,2.97774875219974
0.0,0.0,0.0,0.044375,0.07125,0.9834375,37.85540625,0.5692726373082633,8,15,0.0178125,0.2,0.0259375,42033.8141859815,32.2276404696799
0.0,0.0,0.0,0.0,0.918918918918919,0.21621621621621623,6655.668468468469,0.6424682395644283,0,1,0.0,0.10810810810810811,0.4864864864864865,663.774537211784,6.52847673614449
0.0,0.0,0.0,0.0,0.6666666666666666,0.0,7079.922222222222,0.9517203107658158,0,0,0.0,0.0,0.6666666666666666,1275.43847293684,3.41648996531986
0.0,0.0,0.0,0.0,0.39285714285714285,0.0,939.904365079365,0.8177037686240141,0,0,0.0,0.0,0.30952380952380953,5539.95078653666,9.65858611784786
0.0,0.0,0.0,0.0,1.0,0.0,2785.883333333333,0.962043795620438,0,0,0.0,0.0,1.0,656.332869110661,15.0205427015124
0.0,0.0,0.0,0.2077922077922078,0.16883116883116883,0.35064935064935066,3029.5201298701295,0.5712988192552225,1,16,0.18181818181818182,0.22077922077922077,0.15584415584415584,2190.670643192,3.89812613280088
0.0,0.0,0.0,0.24324324324324326,0.35135135135135137,1.3243243243243243,15132.063513513513,0.8786516853932584,0,0,0.02702702702702703,0.6486486486486487,0.24324324324324326,864.359614997659,5.34849145991286
0.0,0.0,0.0,0.42857142857142855,0.8095238095238095,0.047619047619047616,9377.761111111111,0.778185631882538,0,2,0.09523809523809523,0.047619047619047616,0.5714285714285714,164.665202370526,17.3665618716399
0.0,0.0,0.0,0.3333333333333333,1.0,0.0,13234.984444444444,0.7287950491445213,0,1,0.06666666666666667,0.0,0.9333333333333333,10234.2411668859,24.3479857494312
0.0,0.0,0.0,0.35294117647058826,0.9411764705882353,0.0,18603.793137254903,0.8331805682859762,0,1,0.11764705882352941,0.0,0.7058823529411765,315.616539150328,8.75176663858923
0.0,0.0,0.0,0.1891891891891892,0.4594594594594595,0.0,12830.362162162162,0.817279046673287,0,4,0.10810810810810811,0.0,0.32432432432432434,781.918748843219,19.0079296530582
0.0,0.0,0.0,0.1503957783641161,0.37730870712401055,1.1978891820580475,1185.9202726473175,0.6724667349027635,0,3,0.023746701846965697,0.17150395778364116,0.1820580474934037,6693.17406673667,17.2025873929613
0.0,0.0,0.0,0.0,1.0,0.0,1455.4833333333333,0.9647058823529412,0,0,0.0,0.0,1.0,904.302047273374,7.51636013680083
0.0,0.0,0.0,0.02654867256637168,0.9734513274336283,0.017699115044247787,5184.964159292035,0.6728205128205128,0,1,0.017699115044247787,0.008849557522123894,0.37168141592920356,489.115940201384,36.0832273295279
0.0,0.0,0.0,0.47619047619047616,1.0,0.0,15213.79126984127,0.8138629283489096,0,2,0.14285714285714285,0.0,0.6666666666666666,4809.79447414528,20.9085337739135
0.0,0.0,0.0,0.17012448132780084,0.7385892116182573,0.5311203319502075,2438.0849239280774,0.6005264889766371,262,9,0.16182572614107885,0.0995850622406639,0.49377593360995853,3297.79972358704,15.9314627493899
0.0,0.0,0.0,0.47297297297297297,0.918918918918919,0.013513513513513514,4552.470495495495,0.7435897435897436,0,6,0.12162162162162163,0.013513513513513514,0.527027027027027,1610.61778142631,8.37935636318363
0.0,0.0,0.0,0.2727272727272727,0.7727272727272727,0.09090909090909091,14271.428787878789,0.8182683158896289,0,2,0.13636363636363635,0.045454545454545456,0.5909090909090909,400.770209019406,2.03298789661112
0.0,0.0,0.0,0.0,1.0,0.0,13283.641666666666,0.843167701863354,0,0,0.0,0.0,0.5,172.472932783894,4.79617586831544
0.0,0.0,0.0,0.2631578947368421,0.9736842105263158,0.5263157894736842,8857.294298245615,0.7710982658959538,0,1,0.13157894736842105,0.10526315789473684,0.42105263157894735,1104.4834455871,5.12319012897713
0.0,0.0,0.0,0.0,0.3384615384615385,0.0,1186.2707692307692,0.7649918962722853,0,0,0.0,0.015384615384615385,0.27692307692307694,1791.06405068409,2.38881837768899
0.0,0.0,0.0,0.3333333333333333,0.4583333333333333,0.16666666666666666,2099.116666666667,0.7072521623419827,0,6,0.16666666666666666,0.125,0.2916666666666667,870.518126697115,17.0166576922609
0.0,0.0,0.0,0.5,0.6666666666666666,0.16666666666666666,6781.919444444445,0.8276923076923077,0,0,0.5,0.16666666666666666,0.5,6937.93149938565,13.8448524854035
0.0,0.0,0.0,0.2,0.6,0.0,3543.4800000000005,0.7991379310344827,0,25,0.2,0.0,0.2,294.424480867349,11.7271213575469
0.0,0.0,0.0,0.2,0.6,0.0,20139.87888888889,0.7075163398692811,0,2,0.13333333333333333,0.0,0.26666666666666666,1137.08283436283,16.9319977058212
0.0,0.0,0.0,0.16666666666666666,1.0,0.0,1032.2222222222222,0.7579617834394905,0,0,0.16666666666666666,0.0,0.3333333333333333,333.722139551589,11.0783299333493
0.0,0.0,0.0,0.0,0.5,0.0,3.9833333333333334,0.8818525519848771,0,0,0.0,0.0,0.5,1515.0070385772,78.3718121747225
0.0,0.0,0.0,0.23809523809523808,0.42857142857142855,0.746031746031746,4415.592328042328,0.5715333822450477,1,0,0.1111111111111111,0.4444444444444444,0.19047619047619047,1435.73551557639,2.39680522591591
0.0,0.0,0.0,0.0,0.51375,0.0,34.421458333333334,0.5232945091514143,0,13,0.0,0.0,0.000625,8376.84246948125,109.538488975654
0.0,0.0,0.0,0.48148148148148145,1.0,0.0,11631.994444444443,0.7768513977439921,0,1,0.14814814814814814,0.0,0.6296296296296297,330.628417477165,25.5392946851023
0.0,0.0,0.0,0.5555555555555556,0.7777777777777778,0.1746031746031746,4478.424338624339,0.7204652853507816,0,2,0.30158730158730157,0.14285714285714285,0.42857142857142855,3299526.56054274,2.51967438184457
0.0,0.0,0.0,0.4634146341463415,0.6341463414634146,0.21951219512195122,10255.373170731707,0.5758273381294964,0,2,0.2926829268292683,0.1951219512195122,0.4146341463414634,1377.62593842921,0.92869881662461
0.0,0.0,0.0,0.0,1.0,0.0,3623.125,0.9138817480719794,0,0,0.0,0.0,1.0,2003.80184790764,41.608136235219
0.0,0.0,0.0,0.7692307692307693,1.0,0.0,5635.197435897436,0.6155192532088681,0,3,0.38461538461538464,0.0,0.7692307692307693,359.371818506438,28.2623364261769
0.0,0.0,0.0,0.0,0.15,0.05,304.9891666666667,0.8769633507853403,0,0,0.0,0.05,0.1,2494.34536611539,3.5474380131051
0.0,0.0,0.0,0.3076923076923077,0.42011834319526625,0.20118343195266272,2157.035996055227,0.5958904109589042,0,2,0.20118343195266272,0.14792899408284024,0.2781065088757396,3824.02345244805,5.30086192695423
0.0,0.0,0.0,0.05660377358490566,0.3867924528301887,0.5188679245283019,4239.3614779874215,0.4383016364440513,0,16,0.018867924528301886,0.09433962264150944,0.1320754716981132,919.242777860309,3.72989057540905
0.0,0.0,0.0,0.0,0.3655913978494624,0.010752688172043012,855.9732974910394,0.772814294830887,0,0,0.0,0.010752688172043012,0.34408602150537637,9775.98992122042,9.14825999457069
0.0,0.0,0.0,0.0,0.6666666666666666,0.0,7088.177777777778,0.9342105263157895,0,0,0.0,0.0,0.6666666666666666,48523.1050071893,3.62632773777995
0.0,0.0,0.0,0.13333333333333333,0.43333333333333335,1.0,17853.771666666667,0.6243438320209974,0,5,0.03333333333333333,0.6,0.3,1231.52000910616,8.57734260970059
0.0,0.0,0.0,0.3888888888888889,1.0,0.0,2726.6375,0.8131768953068592,0,1,0.19444444444444445,0.0,0.2777777777777778,181.926947272738,37.1285402984241
